,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,l2,0,5,1,36.25,0.25,0.2,0.22222222222222224,0.8836111111111111,[150 300 450 545 600]
1,WIN,l2,1,5,1,36.25,0.25,0.2,0.22222222222222224,0.8836111111111111,[150 300 450 545 600]
