,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,PELT,l1,11000,21,4,131.75,0.6,0.75,0.6666666666666665,0.9459055650743649,"[ 2155  2665  3010  3015  4095  4110  4770  5600  6670  6675  7995  8005
  8530  9060 10705 11210 11215 12475 13010 13725 14401]"
1,PELT,l1,12000,21,4,131.75,0.6,0.75,0.6666666666666665,0.9459055650743649,"[ 2155  2665  3010  3015  4095  4110  4770  5600  6670  6675  7995  8005
  8530  9060 10705 11210 11215 12475 13010 13725 14401]"
2,PELT,l1,13000,21,4,131.75,0.6,0.75,0.6666666666666665,0.9459055650743649,"[ 2155  2665  3010  3015  4095  4110  4770  5600  6670  6675  7995  8005
  8530  9060 10705 11210 11215 12475 13010 13725 14401]"
3,PELT,l1,14000,17,0,124.5625,0.625,0.625,0.625,0.9411374291131565,"[ 2650  3010  3015  4095  4110  4770  5600  6670  6675  7995  8005  8530
  9060 11200 12475 13725 14401]"
4,PELT,l1,15000,17,0,124.5625,0.625,0.625,0.625,0.9411374291131565,"[ 2650  3010  3015  4095  4110  4770  5600  6670  6675  7995  8005  8530
  9060 11200 12475 13725 14401]"
5,PELT,l1,16000,16,1,128.8,0.6,0.5625,0.5806451612903225,0.931109963840333,"[ 2650  3010  3015  4095  4110  4770  5600  6670  6675  7995  8005  8560
 11200 12475 13725 14401]"
6,PELT,l1,17000,15,2,137.14285714285714,0.6428571428571429,0.5625,0.6000000000000001,0.9310337784343524,"[ 2650  3010  3015  4095  4110  4770  5625  6675  7995  8005  8560 11200
 12475 13725 14401]"
7,PELT,l1,18000,15,2,137.14285714285714,0.6428571428571429,0.5625,0.6000000000000001,0.9310337784343524,"[ 2650  3010  3015  4095  4110  4770  5625  6675  7995  8005  8560 11200
 12475 13725 14401]"
8,PELT,l1,19000,15,2,137.14285714285714,0.6428571428571429,0.5625,0.6000000000000001,0.9310337784343524,"[ 2650  3010  3015  4095  4110  4770  5625  6675  7995  8005  8560 11200
 12475 13725 14401]"
