,Air In1,Air In2,Water In1,Water In2
283,0.09534010053133134,0.09925385137426616,0.061027947784417995,8.007828148866716e-05
284,0.027512293808698355,0.39655189939359936,0.009129400934017654,9.011227387165157e-05
285,0.006719714041320592,0.19463296942517727,0.0014198395692355014,0.00012296335791944684
286,0.0015304233459080615,0.00013953220663884204,0.00024123572384969014,0.00021065963599827572
287,0.0003687996731277068,0.00028556688063797114,4.669533730140842e-05,1.0000000460339797
288,9.955585514060415e-05,0.0006300688150047108,9.777894285535979e-06,2.8439833009887124e-16
289,2.928678360973607e-05,0.0016330659856680964,2.2776009135147866e-06,2.1424778447180172e-16
290,9.201672111891115e-06,0.002015969095311827,5.712696577338487e-07,1.7338458990796595e-16
291,3.14869344877182e-06,0.003677676170136068,1.6513299970216794e-07,1.5056598519802887e-16
292,1.1585188575779066e-06,0.0021441238788873704,5.365306955613688e-08,1.4023854663097892e-16
293,4.5148093718617247e-07,0.0010158344379714067,2.0021422515013975e-08,1.4011743930078378e-16
294,1.8718782758735102e-07,0.007077470553226141,8.542948002156138e-09,1.5029039254200965e-16
295,8.327284843435994e-08,0.0051309591331785386,4.1515858983967164e-09,1.7330358276625362e-16
296,3.950456630954202e-08,0.006612481821768686,2.231971860129151e-09,2.1531639500868154e-16
297,1.93190314727913e-08,0.011849749643051305,1.305359274507297e-09,2.891235595498899e-16
298,1.0187072034381776e-08,0.02194859832760423,8.13206361583553e-10,4.2137673320844896e-16
299,5.768669089690214e-09,0.013586383263983422,5.403363503963546e-10,6.704038628773089e-16
300,3.4870641321032644e-09,0.011469299010362482,3.811730890610239e-10,1.1735118329495526e-15
301,2.2889326822373062e-09,0.012144593420027688,2.806173749122868e-10,2.284896228497858e-15
302,1.6267219317047633e-09,0.0009816626947851746,2.1727480807854674e-10,5.027269867551462e-15
303,1.246949758314316e-09,0.0009746108785861605,1.7595063008267992e-10,1.2806055051460917e-14
