,Air In1,Air In2,Water In1,Water In2
304,1.0390830054378072e-09,9.61806418317462e-05,1.4888699891941042e-10,3.9348780174971983e-14
305,9.376291266180622e-10,0.00021229975438767559,1.3123064142532673e-10,3.2345506695351086e-10
306,9.189330131045417e-10,0.0005095830708892261,1.2127775987248012e-10,6.94688869218623e-21
307,9.962770829870005e-10,0.00028382671107369915,1.1656478329102588e-10,2.1437390187260215e-24
308,1.1482140449054911e-09,0.00057886059826788,1.1696474376453609e-10,1.3297383727237987e-24
309,1.390808635329782e-09,0.000379615824962958,1.2303961234844423e-10,1.0611923465430884e-24
310,1.7795069948174933e-09,0.0007548850084858168,1.3516763434889902e-10,1.0681010341503255e-24
311,2.392422400370687e-09,0.0015161357255319772,1.5556770497434088e-10,1.3510038738620627e-24
312,3.3599712805356522e-09,0.00021458759467466048,1.878335045581054e-10,2.1543520260941327e-24
313,4.996143728509298e-09,6.544775114190902e-05,2.375077942502188e-10,4.3692128114226866e-24
314,7.859813066199715e-09,0.00015784124199016836,3.16344834643264e-10,1.1529531793603547e-23
315,1.2997815140573536e-08,0.00015499298981335656,4.435078357633895e-10,8.620380786411126e-20
316,2.2280789180486636e-08,0.00019444242430469597,6.599069949586213e-10,4.1231880769717397e-29
317,3.9797546409482194e-08,0.0003727587223554258,1.0463620537072201e-09,7.566691480524271e-29
318,7.563851940040831e-08,0.00026489258778260316,1.7860254409875854e-09,1.5490076657805332e-28
319,1.518607130899723e-07,0.00042543256683228196,3.3197383436975573e-09,3.555382162948393e-28
320,3.189021982027804e-07,0.0009553318396697268,6.8367458916990725e-09,9.259245925372883e-28
321,7.064826660933611e-07,0.0006703920166535042,1.5780784779825794e-08,2.796024685267293e-27
322,1.6710425364215515e-06,0.0006642438579824305,4.1199177410639353e-08,1.0183004929006973e-26
323,4.2067599074262054e-06,0.0014014316622228044,1.222065522362072e-07,9.90926333655005e-23
324,1.1269165629063436e-05,0.0018437430953859159,4.0959255772296985e-07,1.5121763274081962e-30
325,3.231055675050601e-05,0.0005258296949424395,1.5349675150048454e-06,3.8757909083247515e-30
326,0.00010031090290622622,0.0025567845264409675,6.400502010123572e-06,1.1272404036781448e-29
327,0.00033937735864357754,0.004143901367970362,2.966545420673153e-05,3.768479209787146e-29
328,0.0012686570515834088,0.007903258223730752,0.00015435696156858409,1.5092368442510532e-28
329,0.0053032646071442474,0.01739111012806407,0.0009223074069218072,1.6063354306745794e-24
330,0.02568147446237795,0.1017756436820243,0.006719398294141648,1.5341599718606032e-31
331,0.15962614516135076,0.6035678915280344,0.06717346773245984,4.709245668522474e-31
332,0.8039118136860296,0.242288403281036,0.9229957180797566,1.6774199402337347e-30
333,0.547621101613869,0.21982037047250771,0.0036627419933359037,7.143909402850807e-30
334,0.42710562050482465,0.6874720220268327,0.0009345914701262279,8.069122651290668e-26
335,0.023887500907862978,0.07883768875589518,0.0005810964386104711,4.985481829508962e-32
336,0.0014857045528064187,0.01112586729309363,0.00040309327373339417,1.831046204936046e-31
337,0.00010992600931353661,0.0018945802815239757,0.9796001296953146,8.13416432142318e-31
338,9.65727728067457e-06,0.0003845018857352823,7.648336281165371e-06,9.557192263194903e-27
339,1.016559378362995e-06,8.605615705541409e-05,0.017887750353052304,4.06005188836386e-32
340,1.6696262673048545e-07,2.1038459810509408e-05,0.0021861653582124847,1.836311862233712e-31
341,4.448737909494007e-08,5.330041786813723e-06,0.00028984081252561404,2.2216827260511327e-27
342,1.6199352708758903e-08,1.5371628416702636e-06,4.034422294267823e-05,1.0290560990279965e-32
343,6.6544605284209985e-09,4.828807195215796e-07,5.92741553046467e-06,4.498178859376469e-32
344,2.9326965186824794e-09,1.6011910177357076e-07,9.341628989405777e-07,5.498299711880367e-28
345,1.3695861971654291e-09,5.427567318816037e-08,1.6126393241942684e-07,1.9470624998151162e-32
346,6.741286153878354e-10,1.914224417140725e-08,3.119081515849429e-08,2.420194471699965e-28
347,3.428661124061672e-10,7.369551358304916e-09,6.806891789194883e-09,8.89125294616333e-33
348,1.9881819936344617e-10,2.981821816376663e-09,1.676818546720597e-09,1.1186653189706535e-28
349,1.0943568329098439e-10,1.265145784093722e-09,4.598218300037908e-10,4.823470321576605e-33
350,6.4151506331851e-11,5.345285511257482e-10,1.3775429973253016e-10,3.549298345324821e-29
351,3.873678986702157e-11,2.371560811077529e-10,4.4208724525283595e-11,2.524570619405719e-29
352,2.4027873365505564e-11,1.1488970099045177e-10,1.506418873182844e-11,1.8167688558093344e-29
353,1.548451310143964e-11,5.6103497005990366e-11,5.374640572214071e-12,1.3225774273989352e-29
354,1.06122858727891e-11,2.8387991601100786e-11,1.978924111793692e-12,9.739272079357038e-30
355,6.9146679407859714e-12,1.4105921855449332e-11,7.549558136409734e-13,7.253913097397902e-30
356,5.177805009312149e-12,7.579463244944957e-12,2.999702965473769e-13,5.4642267685207776e-30
357,3.890740121334536e-12,4.472034498965863e-12,1.2302696227695527e-13,4.16261017965404e-30
358,2.9826519310980788e-12,2.614284669084954e-12,5.218641083231466e-14,3.206665009552878e-30
359,2.305501399143952e-12,1.5549067183651144e-12,2.2668286462039883e-14,2.4978467763671773e-30
360,1.874032397762619e-12,9.473347266765031e-13,1.0115471402245327e-14,1.967308526179399e-30
361,1.561329255026625e-12,6.205361050889212e-13,4.632007038761167e-15,1.5665843594997972e-30
362,1.3413710479063537e-12,4.3380645752843724e-13,2.178950915364083e-15,1.2611882331082923e-30
363,1.1779849925294405e-12,3.162597258734707e-13,1.052526575198661e-15,1.0264338077694573e-30
364,1.0707772245331214e-12,2.418555439507951e-13,5.189304118431429e-16,8.444754657881695e-31
365,9.757573383007037e-13,1.9008592030653714e-13,2.605646306482526e-16,7.023090723424247e-31
366,9.56385585702154e-13,1.6167448798291434e-13,1.3406250215984256e-16,5.903887954257342e-31
367,9.650950532156315e-13,1.494972073247467e-13,7.05974854548377e-17,5.016413492429902e-31
368,9.934844109319213e-13,1.473792134277096e-13,3.8063420841684316e-17,4.3080496879122286e-31
369,1.0219216556854245e-12,1.4771580709178467e-13,2.0910523126072187e-17,3.7392429715618075e-31
370,1.1229225457080553e-12,1.6286776147241233e-13,1.177992472904324e-17,3.2801141095969686e-31
371,1.2682844927751898e-12,2.0328965644937164e-13,6.781161971528296e-18,2.907925663236519e-31
372,1.4684101940823522e-12,2.665267722794843e-13,4.000577723166795e-18,2.6052941988871254e-31
373,1.7562894968430091e-12,3.6605029004309157e-13,2.406817674241534e-18,2.358827136443323e-31
374,2.151618107558348e-12,5.162663422455815e-13,1.4771847183112089e-18,2.1581822158426645e-31
375,2.6141668522772134e-12,8.133908893823615e-13,9.210431241164659e-19,1.9953973456338147e-31
376,3.5817533617380997e-12,1.378278874645236e-12,5.864313589138481e-19,1.8642753250015265e-31
377,4.59808932114659e-12,2.4094089388775866e-12,3.8046470034689096e-19,1.7600301959732407e-31
378,6.706030705778416e-12,4.365212802074953e-12,2.518255959197638e-19,1.6790345255524577e-31
379,9.451651621873477e-12,8.059166715554677e-12,1.6178268691586873e-19,1.6185219746992353e-31
380,1.4468102340528631e-11,1.6744601738133264e-11,1.114101267436023e-19,1.5764992831285993e-31
381,2.2312576032967938e-11,3.625035330962252e-11,7.822022074954927e-20,1.5516072894337136e-31
382,3.595716735657245e-11,8.099622139040853e-11,5.592655377154966e-20,1.5430595403350655e-31
383,5.9840440422839e-11,1.8579034644577646e-10,4.0512275200124885e-20,1.5505762107571852e-31
384,1.0438588220744607e-10,4.513577136507271e-10,2.979628756177618e-20,1.5743928514370613e-31
385,1.897020194656004e-10,1.2223121061361837e-09,2.2281572956402556e-20,1.6152607664600906e-31
386,3.5528058781885023e-10,3.4748426125075912e-09,1.432319000955802e-20,1.67449955326386e-31
387,7.130338016914169e-10,1.0400093468018083e-08,1.1169934262369179e-20,1.7540565758678747e-31
388,1.480496399999456e-09,3.144132385841615e-08,8.840523129516801e-21,1.8566140137246093e-31
389,3.2379286139949507e-09,1.099947227183676e-07,7.091870915180636e-21,1.9857252964425726e-31
390,7.202177232298384e-09,4.2696373354977785e-07,5.786061624701789e-21,2.1460811294919524e-31
391,1.8626662365278836e-08,1.7626166936384822e-06,3.3693799250266067e-21,2.343738403223578e-31
392,4.838511935036591e-08,7.826404148308614e-06,2.835747732089284e-21,2.586494249054003e-31
393,1.36806671939595e-07,3.591818224412377e-05,2.408398284082709e-21,2.884473245227147e-31
394,3.904811058095346e-07,0.00019506793108208821,2.688204191886938e-22,3.25072893381026e-31
395,2.1237650105252195e-06,0.0012269431547108915,2.3757102823265896e-22,3.70226509963382e-31
396,6.44363073501197e-05,0.008538993271900414,2.134891812228864e-22,4.261214308088986e-31
397,0.005947423314524281,0.07012636318164896,1.6602796328462603e-22,4.956726410949324e-31
398,0.9940170376973356,0.9198201848360735,1.5350016168594296e-22,5.8272296626888815e-31
399,0.014204974297518543,0.04478425024106841,1.2959317370225133e-22,6.923964780228168e-31
400,0.3397994396576931,0.8202152092091988,1.4109144053953181e-22,8.315397557013284e-31
401,0.2469283364291913,0.10009900642272712,1.3730526773721824e-22,1.0094074774651847e-30
402,0.06545862647496292,0.02664762752481154,1.3583480708623733e-22,1.238583378405327e-30
403,0.015844558674624417,0.005087483091448882,1.3582683913366578e-22,1.5362989139206717e-30
404,0.004214886971227435,0.0025302022709266297,1.3715971048369526e-22,1.9263472649221633e-30
405,0.0011713156027077084,0.0005590470774106277,1.39643135369858e-22,2.4419209751350603e-30
406,0.0003944264986944432,0.00038208949969432987,1.442694045402243e-22,3.129560593933773e-30
407,0.0001481527117642666,0.00010202493293102757,1.5140239571968416e-22,4.055238010859851e-30
408,6.012220392984339e-05,0.0002908255491689705,1.6159104463628886e-22,5.313171116498917e-30
409,2.721741708021523e-05,0.00014497321571387434,1.7490418902027415e-22,7.039235249525263e-30
410,1.322941971491204e-05,0.00021038008831139192,1.923343433991408e-22,9.430932578644271e-30
411,6.833703567238336e-06,0.00029522050191488813,2.1514797823551392e-22,1.2778435387517665e-29
412,3.615681026181209e-06,0.0002140411692337736,2.436151519998842e-22,1.751141044736897e-29
413,2.2606467799281537e-06,0.00044304469675544535,2.802624542306895e-22,2.4272517126263135e-29
414,1.5406838168530832e-06,0.00019288642677212238,3.2641125136838795e-22,3.403286345022556e-29
415,1.0942256968870594e-06,0.0016190238176077495,3.8736736436576473e-22,4.827347723221484e-29
416,8.454033587410503e-07,0.0013364481402242,4.644219470796339e-22,6.927474666559417e-29
417,7.222690440497615e-07,0.0011973505883604452,5.645787364870645e-22,1.0058748153379124e-28
418,6.840183789428939e-07,0.0008430314136233719,6.971647454035302e-22,1.4779237542524735e-28
419,6.960448218233668e-07,0.00010405939772773132,8.737410898420658e-22,2.1975679125412937e-28
420,9.247440073687502e-07,0.17236407288395153,1.1092762628638734e-21,3.3072049957307167e-28
421,1.4627675339313344e-06,0.07664329623053413,1.4299529491348482e-21,5.037981051215747e-28
422,2.755388448782131e-06,0.037203880668583676,1.87414081032983e-21,7.769145784466903e-28
423,6.263598866726851e-06,0.031367562246686555,2.4918026280260976e-21,1.213014525470196e-27
424,3.079431215390108e-05,0.04059543562729169,3.3621590232142508e-21,1.9177312836041883e-27
425,0.008495330916918562,0.028164762013544748,4.597196677101877e-21,3.0703758372047472e-27
426,0.46935414998625813,0.011294823499147911,6.3366588923023404e-21,4.9789599658168324e-27
427,0.43072741384504126,0.009876061075417546,9.071137727703433e-21,8.178752455995147e-27
428,0.07940484432422051,0.007650370675184512,1.3183906433775226e-20,1.3611408315511685e-26
429,0.010542618711411909,0.004571463527947738,1.918111952460192e-20,2.2953623272665776e-26
430,0.0013619620053385907,0.002008404714544438,2.830577056099898e-20,3.9228604160792954e-26
431,0.00018664451411431617,0.0012497577922601256,4.254314244867351e-20,6.79562076594726e-26
432,3.0014464437562045e-05,0.015700117098178465,6.515210818126643e-20,1.1934602107476781e-25
433,7.049134897675953e-06,0.013335124317550183,1.0182615712268691e-19,2.1252849062583976e-25
434,3.0267961161376385e-06,0.006178441218633342,1.6155708016911452e-19,3.8383206255995015e-25
435,2.100695476650391e-06,0.006041001431612876,2.611653269311613e-19,7.031824811625201e-25
436,1.8647125284354053e-06,0.004680160775806652,4.287342595432419e-19,1.307039247587666e-24
437,1.8739745320878501e-06,0.001735216440810084,7.169723704253705e-19,2.465466646318012e-24
438,2.151765863190982e-06,0.0008980106331188645,1.2210656762288171e-18,4.720618941340671e-24
439,2.7103657765612185e-06,0.0009471752496610286,2.122918783890674e-18,9.176929273828738e-24
440,3.557756327598575e-06,0.0045273232751957765,3.762623946115484e-18,1.8117869736101344e-23
441,4.979920584418005e-06,0.0011711613908525146,6.839441992033413e-18,3.633783597299788e-23
442,7.472956493540859e-06,0.0009261308881207979,1.2561712190321981e-17,7.40504542188428e-23
443,1.2458533379482876e-05,0.0005567006149202038,2.3451425240340705e-17,1.5336717099417046e-22
444,2.2188310722932757e-05,0.00035061284957287785,4.48548399910006e-17,3.229279439646927e-22
445,4.246843130254616e-05,0.0005848311524826847,8.81072238246739e-17,6.914910593125938e-22
446,9.040155250920568e-05,0.0031003408975157957,1.7814280297187447e-16,1.5063387952455741e-21
447,0.000211130312593848,0.00035928059864882817,3.6906949666079955e-16,3.3393838765276284e-21
448,0.0005494284857433663,0.00016039133656671592,7.842063387801158e-16,7.536792742749988e-21
449,0.0017709276574369864,0.0021076939551742157,1.714018245528341e-15,1.7324298729174595e-20
450,0.007093380114814379,0.000325724036705684,3.859221110940093e-15,4.0575059163523735e-20
451,0.037695923518586985,0.00023397838618399722,8.931009761095265e-15,9.687109990844962e-20
452,0.07282842160209466,0.00025110319677863004,2.1341104546531084e-14,2.3587010215106135e-19
453,0.009372332046340486,0.00041673794212113716,5.3021030164936277e-14,5.860308554465011e-19
454,0.5647294151750032,0.00264015659831068,1.3566709595214978e-13,1.48653646782897e-18
455,0.37635994052771576,0.00024357017244709087,3.5548850089154154e-13,3.8521061268365375e-18
456,0.04784870691008813,0.00030558627634842065,9.708983956633503e-13,1.0203798516934752e-17
457,0.00874250256187487,0.00022935920311801419,2.762189256802838e-12,2.764816407915236e-17
458,0.001610736127588817,0.00047609525056238546,8.293538161472833e-12,7.668868669353307e-17
459,0.000306582662378676,0.0001772916358368099,2.6276905362239547e-11,2.1792633571491318e-16
460,6.224242317221178e-05,2.0121221338078477e-05,8.65693921879243e-11,6.350178156141659e-16
461,1.3686850631057878e-05,0.00011191673422142238,2.961259690610746e-10,1.8992727755466933e-15
462,3.244703301990612e-06,0.0002205150986920164,1.0582985183835075e-09,5.8372193649913485e-15
463,8.324331349984453e-07,0.0002225143966384317,3.981725793017793e-09,1.845950908942961e-14
464,2.317788244651686e-07,0.00014117807963934595,1.572451681703396e-08,6.016795942441549e-14
465,6.918710159706499e-08,9.87729470036668e-05,6.501906217852475e-08,2.0260394494984052e-13
466,2.209272275718949e-08,9.872052512800461e-05,2.8430447022282714e-07,7.072974298840332e-13
467,7.68239265823095e-09,0.0003451063853539729,1.3241251775293085e-06,2.5749917788879407e-12
468,2.985566243672715e-09,0.00038174414924324146,6.53866483823229e-06,9.877919504176734e-12
469,1.1613607052363403e-09,0.0001560476910621268,3.4553103101671006e-05,4.066685175806676e-11
470,4.65375678524924e-10,0.00044789382907392636,0.00019633527127843972,1.8521068529121747e-10
471,1.9563809372822245e-10,0.00017930103597164652,0.0012224546035123083,9.727230967092469e-10
472,8.561934436353814e-11,0.0004421901651872302,0.008485193247566214,6.1238887720983146e-09
473,3.91633073315315e-11,0.0002645467707631762,0.06608553304780151,4.6801858610258696e-08
474,1.878853319140058e-11,0.0004897635515711463,0.6248342880933052,4.2597218244362167e-07
475,9.371748872342911e-12,7.825403983990179e-05,0.32053786318783434,4.478624689977981e-06
476,4.840545763984418e-12,0.001957139144472691,0.536819950530527,5.324925567089298e-05
477,2.560668256001878e-12,0.0025716913962980947,0.10488484893542911,0.0007116868000219561
478,1.4082847986503802e-12,0.001652897705706057,0.02415516622067216,0.010773480046746501
479,8.049974483927439e-13,0.005148472691254864,0.006369033124068057,0.17402310813051547
480,4.73634360041518e-13,0.0030395897724666576,0.0018696110470697233,0.7590349731232433
481,2.874004543636798e-13,0.001787495860048664,0.000604270371739637,0.05600057686163203
482,1.8023714104616952e-13,0.03667422701740686,0.00021260347089684304,0.0003523232728373427
483,1.1685520764525632e-13,0.06411900653081765,8.127390502360796e-05,0.00015676013689459634
484,7.834942849183058e-14,0.03726572202684972,3.3290087551482247e-05,7.443503931357032e-05
485,5.420897690342395e-14,0.013005276673709619,1.4640272477222675e-05,3.616673574394924e-05
486,3.867401132584854e-14,0.003730935253654076,6.913612948282414e-06,1.864425083645676e-05
487,2.8553892623964056e-14,0.0014461833339910017,3.496352956909041e-06,1.0406416194336542e-05
488,2.1784567741184725e-14,0.0005784820256758056,1.8922584424680114e-06,6.287827258097781e-06
489,1.7103371420974685e-14,0.0009211219204387741,1.0943548542291622e-06,4.08499457427813e-06
490,1.374157000149201e-14,0.00047617831581700943,6.800276430503105e-07,2.90710792592171e-06
491,1.1999017905932002e-14,0.0004891154714387535,4.543288521971769e-07,2.1765104159751035e-06
492,1.0503339946669184e-14,0.00017638489663108757,3.2759623203108954e-07,1.793390023757784e-06
493,9.350760183982797e-15,0.00024169043111017436,2.5695011419291903e-07,1.548925720578904e-06
494,8.601569616676834e-15,0.001559303235529996,2.2038171019356548e-07,1.4488181437396078e-06
495,8.138611957082279e-15,0.2171859430750485,2.094542935332167e-07,1.4288742626744976e-06
496,8.002187823730286e-15,0.03607955771229603,2.2316838940709453e-07,1.5197284125318566e-06
497,8.109214031940045e-15,0.009316054345535152,2.722634078483057e-07,1.7331739937136022e-06
498,8.46673839455371e-15,0.0022406727279297035,3.875913070724711e-07,2.122685467797021e-06
499,9.107190411345749e-15,0.006067233744170892,6.56992501101156e-07,2.798308833421102e-06
500,1.0120430206021221e-14,0.004136879794119109,1.340379194241928e-06,3.983362935876022e-06
501,1.1627188617744872e-14,0.007308850050576821,3.267986921330709e-06,6.144065852259441e-06
502,1.381747092070569e-14,0.035339705097433095,9.42650167839206e-06,1.0332233418521338e-05
503,1.702444480275142e-14,0.29644812890693895,3.151062713271411e-05,1.9112350341264536e-05
504,2.1666706893038953e-14,0.0028327918319725007,0.00012120461046855067,3.9009331826715274e-05
505,2.846191411979287e-14,0.005831447341238624,0.0005311252860665818,9.12979933305063e-05
506,3.8686062490094775e-14,0.004000872866682485,0.0026696203633193,0.00024641505948575534
507,5.4444326610338095e-14,0.002180807843716828,0.015637652713227868,0.0008313457395004093
508,7.931904289956723e-14,0.003308373744331543,0.11055044661725867,0.9999744074231787
509,1.197439579045751e-13,0.004552696144601278,0.8668498354242383,6.290368984402617e-08
510,1.8654525123384594e-13,6.101695942038336e-05,0.004686328911983274,2.6815121069680343e-08
511,3.0087431578097194e-13,0.00030507347606504985,0.1159794665351487,1.52670896480027e-08
512,5.032546195979189e-13,0.0003596754593300003,0.6143338268572666,2.581341960233443e-05
513,8.658747645491203e-13,0.00025555223809275567,0.22023243573266627,1.756332372449483e-11
514,1.5335861710867034e-12,0.00020079955875632646,0.04159071533769265,1.4266989807505916e-11
515,2.884508178516956e-12,0.00046841149380590514,0.006946834650306056,3.445585802781551e-08
516,5.579503863543855e-12,0.0007297215914350715,0.0012151078940228458,3.666692766200848e-14
517,1.1198434783844977e-11,0.0010813988130915961,0.0002303951033335481,4.616453361451601e-14
518,2.3398697212782605e-11,0.0010308167039440653,4.6707129916988624e-05,1.777346952380586e-10
519,5.1061464565378305e-11,0.0013577077213279658,1.0400507171020659e-05,2.2718342636101676e-15
520,1.165515592520671e-10,8.321980741201481e-05,2.46289992753029e-06,1.128846508172915e-11
521,2.7932162808241677e-10,2.3426145448389263e-05,6.18544686946942e-07,1.7811156299475452e-16
522,7.048085905083828e-10,8.159057158589912e-05,1.6484217321610207e-07,1.0127381885873466e-12
523,1.8904618274245833e-09,9.783764476354402e-05,4.645034159506474e-08,2.0504975833956473e-17
524,5.401340847720905e-09,8.445522176067825e-05,1.3849138263737682e-08,1.1115845297839595e-13
525,1.6690250107446427e-08,0.00010772250753837208,4.379180495046059e-09,3.926882710969114e-14
526,5.6118699947148094e-08,6.7217854695749205e-06,1.4740303902572648e-09,1.434225330913604e-14
527,2.078734106108026e-07,0.00012464876905900267,5.278664191749391e-10,5.408216569785727e-15
528,8.618424629748038e-07,7.863458062783222e-05,2.0203313891822661e-10,2.1028910800139644e-15
529,4.046405873250943e-06,0.00011978728739867575,8.268597411859086e-11,8.421866264506222e-16
530,2.2462707745286072e-05,2.0463147338225297e-05,3.6362151816146565e-11,3.470386517090333e-16
531,0.00018629078168627675,0.00019021968230577366,1.713329932218406e-11,1.4699789834792978e-16
532,0.006338385961967615,0.00010721552587966042,8.611128258078288e-12,6.394677406898943e-17
533,0.9919609521278915,4.9206148549838815e-05,4.5880466741054225e-12,2.8545925451378614e-17
534,0.002680399674893407,0.0003272957150507898,2.6174428760943255e-12,1.3066453716839252e-17
535,0.004845626869717109,0.00017884635956656432,1.5646652219622043e-12,6.128412307968341e-18
536,0.002876129811680328,0.0006890777338384118,9.689443122186707e-13,2.943245457511957e-18
537,0.0010173379253286036,0.0012093800607750021,6.304320580722722e-13,1.4465101636457307e-18
538,0.00037705546979896216,0.0006300775141579595,4.222099704561601e-13,7.270671325927406e-19
539,0.00016019488560711496,0.0006766654882576731,2.9370004510871183e-13,3.73528519845775e-19
540,7.638803670401667e-05,0.0002618321854740156,2.094309843858323e-13,1.9593210805779479e-19
541,4.0173990449239195e-05,0.0016599896339027467,1.520975994521747e-13,1.0503645366032267e-19
542,2.331145889945912e-05,0.0009518099360286626,1.1549514246925343e-13,5.703737393821724e-20
543,1.4811751283198343e-05,0.00028411451919489896,9.057243400949871e-14,3.187153577918513e-20
544,1.0266834890507846e-05,0.000346324517192577,7.287361950043783e-14,1.8159443835801668e-20
545,7.697372836447541e-06,0.0022098354167974714,6.015976594381277e-14,8.794149866619275e-21
546,6.247942409664768e-06,0.0007318139060229681,5.106628120911415e-14,5.272173035090403e-21
547,5.234460855554421e-06,0.0009093402213667456,4.4487213701002505e-14,3.218773294962157e-21
548,4.742539072242058e-06,0.0006479806114018861,3.982314974503881e-14,1.9987132405306e-21
549,4.784531441941309e-06,0.0003854396074270544,3.651854876961627e-14,1.2618075853463893e-21
550,5.292729380286786e-06,0.00020141514024957393,3.437414472431781e-14,8.099675265561067e-22
551,6.341755511478081e-06,0.0002958273162878952,3.3169778484208555e-14,5.286870256862504e-22
552,8.313257293599519e-06,0.0004769346134021986,3.2758780044795734e-14,3.507550979689178e-22
553,1.2006304223669475e-05,0.004070827825102384,3.322060682769985e-14,2.3651502439769266e-22
554,1.903571397538038e-05,0.018405442232433032,3.45038452993772e-14,1.6195590021658064e-22
555,3.4035300973230525e-05,0.055979450042184783,3.671150249327776e-14,1.1278575024489531e-22
556,6.904876850008137e-05,0.6568755220087619,4.013281901513156e-14,7.975966816747364e-23
557,0.00016001045475099544,0.01203041738142332,4.493623602702428e-14,5.72694193729677e-23
558,0.0004617276864422803,0.023560429302443283,5.161309007246224e-14,4.174581355732958e-23
559,0.06910243369199837,0.05651455641320445,6.120708500661025e-14,3.0849322433496264e-23
560,0.9193015971526403,0.15324770891425846,7.484827532523739e-14,2.316798307084219e-23
561,0.012082384014304802,0.020142945198875783,9.408996680246704e-14,1.7657159694850986e-23
562,0.00029090795031662777,3.822606662366962e-05,1.2099695590619617e-13,1.3655220317924313e-23
563,5.957088017069632e-05,1.3211934238398181e-05,1.593324023346583e-13,1.0714749614616937e-23
564,1.6289711366478885e-05,3.3912236201103466e-05,2.1654844730426398e-13,8.452527553915526e-24
565,4.810295771993214e-06,2.1158431972874832e-05,3.0151064774584495e-13,6.828323400191813e-24
566,1.4286796240334385e-06,2.2047433051337175e-05,4.260375901412711e-13,5.594548324345356e-24
567,4.849360216449075e-07,1.189450750928474e-05,6.225643817449754e-13,4.649864516745575e-24
568,1.8808686280433366e-07,3.843374900624155e-05,9.284850009943262e-13,3.919692811236489e-24
569,7.458403662285844e-08,2.9463890163501933e-05,1.4575788737628624e-12,3.350981673252059e-24
570,3.152879516105171e-08,2.7686424025517046e-05,2.3488329689523754e-12,2.905137390622033e-24
571,1.4033978117694607e-08,9.718645978472527e-06,3.903545426444932e-12,2.348489257956622e-24
572,6.703719521554871e-09,4.4441623486260366e-05,6.693260497771776e-12,2.0948616990264202e-24
573,3.164096101267855e-09,6.177531839047974e-05,1.1934996340025139e-11,1.894690652270536e-24
574,1.6361844656797838e-09,4.49183426283988e-05,2.2013423938884965e-11,1.7374767093082583e-24
575,9.241137971064301e-10,4.576162334095585e-05,4.1078769288962366e-11,1.6154138193054628e-24
576,5.279479185598072e-10,5.794965726639378e-05,8.017932121052235e-11,1.522717673506787e-24
577,3.147901480501226e-10,6.30740002043938e-05,1.637897273009783e-10,1.4551825105068525e-24
578,1.9342505422826204e-10,3.5280195242036115e-05,3.510076366351576e-10,1.409845022250886e-24
579,1.2555051321041148e-10,0.0001225184527756186,7.851614748682395e-10,1.3847495687888806e-24
580,7.913281069287101e-11,0.00016712553096882724,1.8299779302307276e-09,1.3788552027378931e-24
581,5.685693861942156e-11,0.00014215282603710673,4.432813083941487e-09,1.3919021355224138e-24
582,4.233173948392793e-11,0.0002998222769288776,1.1236226827417295e-08,1.4244415423396042e-24
583,3.183147007342302e-11,0.0004029213953779915,2.974943872917375e-08,1.47784248112122e-24
584,2.4946728151397478e-11,0.0004651910981911424,8.300485436913129e-08,1.554405071856964e-24
585,2.0358136852276088e-11,0.0006635706868902588,2.44715615702277e-07,1.6575287275857818e-24
586,1.6735968677993203e-11,0.0005669729564668783,7.669085297949792e-07,1.7926726276426438e-24
587,1.4105673376748908e-11,0.0004228534912923498,2.5606493796340806e-06,1.9656672753261898e-24
588,1.3343187984921675e-11,0.0005333312531996909,9.108402601941065e-06,2.184126241566189e-24
589,1.2833760105035313e-11,0.0002595431583978091,3.4720368049072704e-05,2.4592396299048226e-24
590,1.2563964338205972e-11,0.00042506382384601424,0.00014473283495238271,2.8062675218203183e-24
591,1.2798772016764057e-11,0.00044746620662008724,0.0006629863861647842,3.2460249199132142e-24
592,1.3605578132705216e-11,0.0008890581139039369,0.003540123419930027,3.807833227957951e-24
593,1.421293855115122e-11,0.0005283989717402901,0.1037371293518524,4.528142488291281e-24
594,1.5779911321129298e-11,0.0006818731363340201,0.895738146397188,5.468379246735077e-24
595,1.9643673782496326e-11,0.000167681329973069,0.012383723766290912,6.697745600901571e-24
596,2.4688094204878975e-11,0.0004288038472533805,0.005935788372425619,8.320701288337801e-24
597,3.1311043416484114e-11,0.0003644039947248834,0.0018527532396183785,1.0485495592622774e-23
598,4.1593980230862133e-11,0.0009406219879112693,0.000537626149672375,1.34045983820522e-23
599,5.723972901403715e-11,0.0008869151233779787,0.00015934219179044486,1.7385650202358723e-23
600,7.617371109394156e-11,0.0004994108794475662,5.072660764297341e-05,2.2879510553471154e-23
601,1.1329401145943039e-10,7.483059155304414e-05,1.7114466959296445e-05,3.0553848925036625e-23
602,1.8233615572793633e-10,0.0001565007375950391,6.166204390624467e-06,4.1409173357582883e-23
603,2.936852599559013e-10,0.00021217304049364863,2.3639297413392275e-06,5.696284158879006e-23
604,4.92184235541543e-10,0.00015758343793600523,9.493180090775405e-07,7.954401531384061e-23
605,8.574750901076124e-10,1.330278026016514e-05,4.0317401063777157e-07,1.127713682272574e-22
606,1.5230226282405876e-09,3.2235684073480105e-05,1.8099441997945561e-07,1.6234299413430395e-22
607,2.6856837615602487e-09,5.1142362389268244e-05,8.679239811140592e-08,2.3734289738391206e-22
608,5.5301436548142425e-09,3.5013790916635047e-05,4.319379469320288e-08,3.5244650454416476e-22
