,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,lasso,0,6,0,1.0,1.0,1.0,1.0,0.9945833333333334,[100 200 300 405 500 600]
1,WIN,lasso,1,6,0,1.0,1.0,1.0,1.0,0.9945833333333334,[100 200 300 405 500 600]
