,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,l1,0,5,7,8.75,1.0,0.36363636363636365,0.5333333333333333,0.8826938775510205,[ 50 155 330 505 700]
1,WIN,l1,1,1,11,,0.0,0.0,0.0,0.8732040816326531,[700]
