,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,ar,0,5,7,10.0,1.0,0.36363636363636365,0.5333333333333333,0.8893877551020408,[ 55 200 375 550 700]
1,WIN,ar,1,1,11,,0.0,0.0,0.0,0.8732040816326531,[700]
