,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,lasso,0,4,2,71.66666666666667,0.0,0.0,0,0.7940246913580247,[ 65 365 665 900]
1,WIN,lasso,1,4,2,71.66666666666667,0.0,0.0,0,0.7940246913580247,[ 65 365 665 900]
