,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,normal,0,7,1,40.0,0.8333333333333334,1.0,0.9090909090909091,0.9053086419753087,[ 50 170 340 470 640 770 900]
1,WIN,normal,1,7,1,40.0,0.8333333333333334,1.0,0.9090909090909091,0.9053086419753087,[ 50 170 340 470 640 770 900]
