,0
115,1.0931312884854179e-05
116,1.3777912368781692e-06
117,1.1386257169790313e-05
118,1.3478159237946335e-06
119,6.201790224322552e-06
120,1.43541869546152e-05
121,9.604887718120638e-06
122,1.2762482964689552e-05
123,1.1789791334201773e-05
124,8.992576501433136e-06
125,6.847064163444943e-06
126,2.5924504904542743e-06
127,1.1450555298525565e-05
128,8.977749935653501e-06
129,5.041566838959979e-06
130,1.1171242016569483e-05
131,1.1130847785390293e-05
132,1.078406106645213e-05
133,1.077212870320232e-05
134,2.757628322024423e-07
135,1.3366001696296536e-05
136,6.6221151576480525e-06
137,1.3270967678301679e-05
138,1.278980622398185e-05
139,1.2148201907987918e-05
140,8.527182629920904e-06
141,1.077479535912705e-05
142,8.456029442817293e-06
143,1.023782376224413e-05
144,2.1578692748883155e-06
145,9.46220398669514e-06
146,1.0135430203460428e-05
147,7.74368274438308e-06
148,9.504657924550433e-06
149,2.998347671996875e-06
150,1.009365229381835e-05
151,6.9924129332917075e-06
152,1.5096880954787198e-06
153,1.0983338053984919e-05
154,8.476452128614765e-06
155,8.178563972757714e-06
156,1.0125196471318014e-05
157,8.63540702612202e-06
158,5.659560568163599e-06
159,6.556624836087836e-06
160,4.509836212105772e-06
161,1.0897501786488155e-05
162,7.82445388115791e-06
163,1.0375879578063814e-05
164,3.2421523765608973e-06
165,4.022797819658345e-06
166,2.9715296618099932e-06
167,8.008144206529346e-06
168,5.559411785817614e-06
169,1.1434626546172872e-05
170,1.1385196321943698e-05
171,3.26365056895031e-06
172,2.2799074601089864e-06
173,2.3124792789842784e-06
174,9.664849262391402e-06
175,1.7740647455966095e-05
176,1.1321827780005905e-05
177,1.1279968950814537e-05
178,1.68139473025109e-05
179,1.4916708036591995e-05
180,1.2187453653370617e-05
181,1.4685287276448194e-05
182,1.2490268825104623e-05
183,9.15255085263164e-06
184,6.771670258120039e-08
185,2.7041952767359044e-05
186,2.2639343851018813e-05
187,4.1687550511573e-06
188,3.478079092574732e-05
189,1.5659165932247675e-05
190,2.6450499653787596e-05
191,3.0252407205330986e-05
192,1.445773561591801e-05
193,2.7892841763149713e-05
194,2.3645747193428642e-05
195,1.411913621785117e-05
196,2.3572753630463947e-05
197,1.405946379636967e-05
198,1.8367410490738418e-05
199,1.433860290675711e-05
200,1.9808506921513145e-05
201,6.85095202330648e-06
202,1.9869414683770564e-05
203,1.766367082121349e-05
204,1.0690211681991774e-05
205,1.7433500716363433e-05
206,1.7685296329341986e-05
207,1.5109848149861867e-05
208,7.641690031050159e-06
209,1.0048381800959586e-06
210,2.2978105002263787e-05
211,1.8905351874370664e-05
212,2.33581842615781e-05
213,2.369963053601457e-05
214,6.743042034733118e-06
215,2.5854895292412933e-05
216,3.402638823519454e-05
217,4.634896586563844e-06
218,4.5945800349941006e-05
219,1.1497483163270791e-05
220,2.2001759888699328e-06
221,7.858232202494745e-05
222,3.686884569780994e-06
223,0.00021515249307436045
224,0.00010787617682315648
225,0.0001268161584627709
226,5.730264744237104e-05
227,0.0002639299452871774
228,0.00019733529489114252
229,0.0001942456399139275
230,0.00015438692334970408
231,0.0001441226827807691
232,0.00013966166853716675
233,7.60122271006957e-05
234,0.0001182278154871341
235,0.0001091686065147582
236,9.412495762185362e-05
237,5.475833822417982e-05
238,7.486294037053294e-05
239,7.48045380874851e-05
240,3.618077834555508e-05
241,6.0504512852690554e-05
242,5.8624693146624285e-05
243,5.527137694250157e-05
244,3.29840194520406e-05
245,2.7534728523475857e-05
246,3.3312564739970095e-05
247,5.1080800147554116e-05
248,4.927612637783804e-05
249,4.387415548592784e-05
250,4.577631224380338e-06
251,6.180500313162642e-05
252,3.942604208385997e-05
253,2.881873767941066e-05
254,7.941653024786817e-05
255,4.793549815819846e-05
256,3.152071358050814e-05
257,8.975485030011181e-05
258,8.41679651929238e-05
259,7.503517745972205e-05
260,6.526848654751239e-05
261,5.4068100410545565e-05
262,4.8260025490949956e-05
263,4.3629571313390156e-05
264,2.3264233256536986e-06
265,5.387931789689756e-05
266,4.549649651950408e-05
267,4.542823797064993e-05
268,3.60811869873808e-05
269,2.9308579369716043e-05
270,3.2544952268620436e-05
271,2.2331204780742412e-05
272,2.7869986834836016e-05
273,2.6890570641694296e-05
274,2.4544417852111674e-05
275,1.8427873718026783e-05
276,1.9185586358745988e-05
277,1.4261697296384188e-05
278,1.9461003848329098e-05
279,6.763643346005219e-06
280,1.031969917994042e-06
281,1.619434962787256e-05
282,3.123288530639133e-05
283,4.043334194586567e-05
284,1.9179934212448927e-05
285,3.3775646154164104e-05
286,2.9864308560706087e-05
287,2.6521890813469433e-05
288,2.0937793461786522e-05
289,2.1605083269866992e-05
290,8.745084712337609e-06
291,1.7906965173081053e-05
292,5.855842968138992e-06
293,6.864648092277942e-06
294,2.6690942310000442e-05
295,3.1165841382818266e-05
296,1.9636944337148385e-05
297,3.213911191866874e-05
298,2.5995693125768482e-05
299,2.408570119854636e-05
300,1.0658539826349034e-05
301,4.8114084020695516e-06
302,2.5902556418717447e-05
303,2.2175308288508945e-05
304,2.1708533559692542e-05
305,2.8128075833113795e-05
306,1.3443124862716988e-05
307,2.287619418941208e-05
308,1.1644031535579394e-05
309,1.2370993316339695e-05
310,1.6582409179206805e-05
311,4.24293726149976e-06
312,1.5512274286738917e-05
313,4.935943001428731e-06
314,1.0962407508416019e-05
315,7.856375319898701e-06
316,2.5538376684488497e-05
317,8.967700867843753e-06
318,3.423750248139486e-05
319,1.0984017387681652e-05
320,1.542551118691701e-05
321,2.1014146860176407e-05
322,1.7226259148855763e-05
323,2.4878873186017552e-05
324,8.96296899817044e-06
325,2.5604218021727917e-05
326,2.3514592703278806e-05
327,2.5632769524251986e-05
328,2.343636391813244e-05
329,1.9618358026371622e-05
330,1.9354643633824712e-05
331,4.9340780428401615e-06
332,1.336506884435043e-05
333,1.612864995187785e-05
334,1.4105017619073072e-05
335,9.110229242817192e-06
336,1.1197516763510182e-05
337,9.127374127750206e-06
338,8.951956908016261e-06
339,5.149557466822102e-06
340,1.2426600604875873e-05
341,1.0531685581670147e-05
342,9.76822731494679e-06
343,6.708288534095794e-06
344,8.375310559052604e-06
345,8.196719721433022e-06
346,3.277403682955738e-06
347,6.414937936192256e-06
348,2.399053282679836e-06
349,7.716685728582919e-06
350,5.9559062706887844e-06
351,3.6870647018184502e-06
352,5.804581743246733e-06
353,3.842765664600815e-06
354,2.5861103128094427e-06
355,4.392000096715956e-06
356,6.0343148655562525e-06
357,4.053322433920796e-06
358,7.190357212048967e-06
359,7.672752411522042e-06
360,1.6902185292108372e-06
361,5.631813813999836e-06
362,5.403266664541107e-06
363,5.230067714883238e-06
364,3.701480657857997e-06
365,3.0000652858199788e-06
366,3.969890417137331e-06
367,3.981164906657593e-06
368,2.8136047248259133e-06
369,4.238679882503035e-06
370,1.9270522318776165e-06
371,3.502028182448305e-06
372,2.3864146633623277e-06
373,1.555888221053112e-06
374,2.628866553253768e-06
375,2.3212180107223893e-06
376,2.3879841554765937e-06
377,2.6005212535157434e-06
378,2.0607684125934033e-06
379,1.6639454648929385e-07
380,2.5733394289507575e-06
381,2.078165320293546e-06
382,2.0418274970586335e-06
383,1.7531266479280823e-06
384,1.5451184172229616e-06
385,2.067685645672378e-06
386,1.920325699302562e-06
387,2.275356171732321e-06
388,1.1767368636172447e-06
389,2.2047623046284477e-06
390,6.591040491976909e-07
391,1.622669684375106e-06
392,9.870751137125469e-07
393,1.8636221804408866e-06
394,9.566803698238729e-07
395,2.1128271350703086e-06
396,2.6621348404399083e-06
397,1.3439012103799986e-06
398,1.9482917605658123e-06
399,1.6700719149949756e-06
400,2.9035279132895237e-06
401,1.8946027971598316e-06
402,2.5973425829648283e-06
403,2.077942183491012e-06
404,4.4621948214674227e-07
405,1.4979455570339765e-06
406,1.3957799660150753e-06
407,1.2120978203781485e-06
408,1.5433547661432317e-06
409,1.4646334045248578e-06
410,1.3386245183256102e-06
411,9.635838222093513e-07
412,1.4429748665613748e-06
413,2.046591724016334e-06
414,2.407982748919624e-06
415,3.1879139695256057e-06
416,3.523111695188317e-06
417,2.4105113180410856e-06
418,4.782111736325011e-06
419,4.736875499521869e-06
420,1.7508985355909953e-06
421,5.322348515129041e-06
422,7.412558592301773e-06
423,1.41435017533095e-05
424,2.391793247380469e-05
425,4.2460207961674726e-05
426,0.00010139669501465815
427,3.59182339898855e-05
428,9.827638510234818e-05
429,0.00015178295655141682
430,0.0004353603595798781
431,0.0011711066402484399
432,0.0008925753689607572
433,0.0017671602510072177
434,0.0032418201718113935
435,0.010875087802510385
436,0.020099733605106373
437,0.015589096847557892
438,0.01858503711159018
439,0.11465993370612951
440,0.8123197896163991
441,0.8933495065856774
442,0.06536731005981528
443,0.011596342098225043
444,0.0233887034114306
445,0.00358478572976401
446,0.0021849027923867355
447,0.0004307881516697026
448,7.23423785136158e-05
449,7.966803833538193e-05
450,2.7154071991003224e-05
451,8.358754453382541e-06
452,3.2218767636143264e-06
453,3.2934159710301752e-06
454,2.3640323995534133e-06
455,2.968395189816043e-06
456,3.1129516502520692e-06
457,2.339097258095283e-06
458,1.439594624575911e-06
459,1.225371621236854e-06
460,6.553779066362357e-07
461,5.24642332364007e-06
462,6.747680329568546e-06
463,4.376819822987468e-06
464,3.169178965949198e-06
465,2.639718516759977e-06
466,2.156716076112949e-06
467,5.8020072217647635e-06
468,8.25038643815421e-06
469,5.991927108603588e-06
470,3.2491586844777497e-06
471,1.8607822893329924e-06
472,4.090983947917621e-06
473,4.496535072422495e-06
474,3.3624079335265776e-06
475,2.012849957051581e-06
476,4.091836790318123e-06
477,3.1837302052315304e-06
478,1.8556432642814202e-06
479,2.3635257382438026e-06
480,2.4197636303340115e-06
481,2.325052511044369e-06
482,1.8477995624451268e-06
483,1.392534289094211e-06
484,7.677296120170402e-07
485,7.778076312158846e-07
486,2.610703112745512e-06
487,1.929705479725606e-06
488,1.9259712924615503e-06
489,4.7256117643322397e-07
490,2.4138292098206746e-06
491,2.7315804963427657e-06
492,1.897200279675225e-06
493,2.2688299138331244e-06
494,2.08816623703134e-06
495,1.9262291599067957e-06
496,1.6696600170254813e-06
497,9.345649651381855e-07
498,1.7277522247181399e-06
499,1.6361861371055171e-06
500,1.3408958757491637e-06
501,8.75083118372243e-07
502,1.2377900907381054e-06
503,1.1554584106147762e-06
504,1.3206587338661029e-06
505,3.9881854671859256e-07
506,6.463669146780019e-07
507,1.1793620616928672e-06
508,1.1837724378622995e-06
509,1.228957549560143e-06
510,4.4089605613831256e-07
511,2.2938606448608486e-06
512,2.0440343921197485e-06
513,1.5814735988972457e-06
514,1.7752852918749637e-06
515,1.713780011553404e-06
516,1.6405704476009731e-06
517,1.0146895778201867e-06
518,1.5179026414188235e-06
519,1.5434125785291614e-06
520,4.889143850843178e-07
521,3.667526429124092e-08
522,4.439636818343329e-06
523,4.847187125044124e-06
524,4.469227358243178e-06
525,2.9221862339781804e-06
526,4.433040364937341e-06
527,4.0150346266594504e-06
528,4.476345955994581e-06
529,5.390436103877753e-07
530,7.618134150134031e-06
531,4.735585793990428e-06
532,6.096421015413339e-07
533,1.0923389951092533e-05
534,1.1904098867608714e-05
535,9.213264451099863e-06
536,1.0643178190231851e-05
537,8.952273565660654e-06
538,8.550758406745641e-06
539,7.450285978852009e-06
540,4.02252904270203e-06
541,3.254852592487966e-06
542,5.7082189761667995e-06
543,1.1161765581447708e-05
544,9.800061060281786e-06
545,8.921850043011811e-06
546,7.5280901195348516e-06
547,7.155399053051867e-06
548,1.6332549939434469e-06
549,9.393123962797987e-06
550,9.246176960379268e-06
551,1.0678131709784834e-05
552,1.0116269830742429e-05
553,7.451131926627357e-06
554,7.88420350714925e-06
555,5.849556650712455e-06
556,7.608143593705768e-06
557,5.890135662392299e-06
558,4.9211685234418715e-06
559,6.900569278387534e-06
560,4.735836601134382e-06
561,5.331442860255806e-06
562,7.070205875943958e-06
563,6.511700239436102e-06
564,6.4856702062937164e-06
565,5.685870114704085e-06
566,9.982636329484963e-07
567,2.986864471600127e-06
568,7.409238342123929e-06
569,5.728863460065876e-06
570,5.27107557700929e-06
571,3.009285978580856e-06
572,7.38596907336988e-06
573,6.462005594497541e-06
574,4.510454286495926e-06
575,1.3592681879782413e-06
576,1.0183952063980483e-05
577,1.1365923173416273e-05
578,4.948441632127876e-06
579,7.3831189816569814e-06
580,2.9188250861239574e-06
581,8.188214723301026e-06
582,7.447437154146074e-06
583,3.606639819189146e-06
584,6.831521722249462e-06
585,3.3266115184047336e-06
586,3.0191037367476925e-06
587,5.192073747296739e-06
588,5.868009658613674e-06
589,4.6821266584143655e-06
590,5.389003349251609e-06
591,2.1487571114727694e-06
592,3.29612730702548e-06
593,1.9142122618419225e-06
594,5.557616069784786e-06
595,5.804572392588661e-06
596,5.882424040608492e-06
597,5.779717942548052e-06
598,4.5373197229994615e-06
599,4.4904467204623795e-06
600,3.5019183803272652e-06
601,5.140391639266324e-06
602,4.592303057146916e-06
603,6.049820578043816e-06
604,9.232700510566428e-06
605,8.075087087028977e-06
606,5.750020964048164e-06
607,9.898111558282029e-06
608,8.46753703757125e-06
609,1.0986942535362498e-06
610,4.726247218659864e-06
611,3.816739096459329e-06
612,5.008309643464466e-06
613,5.298782527417286e-06
614,6.299856508250145e-06
615,7.728747413476497e-06
616,6.558206590103089e-06
617,6.3530773219061105e-06
618,7.213393808478488e-06
619,7.32161246464675e-06
620,8.733414850103355e-06
621,6.146936177526794e-06
622,5.662927557984804e-06
623,7.47888238193454e-06
624,6.802896422331862e-06
625,8.002127908639735e-06
626,4.865456483738496e-06
627,6.229740907015551e-06
628,5.647752780652561e-07
629,2.612823606297314e-06
630,5.614494758763364e-06
631,3.5401898772353494e-06
632,4.313137836863402e-06
633,9.342210201099292e-07
634,3.942636998449276e-06
635,5.573249989361214e-06
636,5.602219686509278e-06
637,5.118395457885828e-06
638,2.26058570944513e-06
639,6.9143696949329905e-06
640,6.045724182002544e-06
641,6.932939842100729e-06
642,5.361953732105025e-06
643,6.690047988794555e-06
644,1.7463695260201385e-06
645,6.127116784081195e-06
646,4.274510989821704e-06
647,5.567247228851868e-06
648,4.900193365564641e-06
649,6.7876246988183825e-06
650,6.795854973048383e-06
651,5.360057499879772e-06
652,5.707562495129122e-06
653,3.3826751710978506e-06
654,6.177743263530835e-06
655,7.091574509325695e-06
656,6.847410901650781e-06
657,7.51000009075045e-07
658,6.332765784100452e-06
659,6.447027772081833e-06
660,4.9589224038584985e-06
661,5.8503999511957055e-06
662,7.1640158908726356e-06
663,3.929967174546811e-06
664,7.361018964622687e-06
665,4.112888035476956e-06
666,7.498882878630946e-06
667,7.609969434817841e-06
668,1.7319839368591142e-06
669,5.339763661748928e-06
670,7.984479768976095e-06
671,5.373989146360891e-06
672,7.379146985776901e-06
673,4.821093762705218e-06
674,7.368521899042364e-06
675,6.702606667154725e-06
676,7.79242368869275e-06
677,6.0409086602332345e-06
678,2.2539677834459684e-06
679,8.881812103352873e-06
680,9.58595488316789e-06
681,9.30687503575856e-06
682,3.714221798502369e-06
683,1.0156116677922316e-05
684,6.111026074468475e-06
685,2.148856639093298e-06
686,6.0486835114498425e-06
687,9.90286520874394e-06
688,4.715392433095554e-06
689,9.699630398647835e-06
690,9.903116888238897e-06
691,1.1067563586062727e-05
692,3.2430291922813226e-06
693,9.916309488088853e-06
694,1.053720180207274e-05
695,4.1148696200092425e-06
696,1.1326234326626194e-05
697,1.1420646580352374e-05
698,3.323407115218043e-06
699,6.994407814378659e-06
700,5.619235706952754e-06
701,4.794857155689157e-06
702,2.128487211080136e-06
703,3.858321420468003e-06
704,1.0855734739398502e-05
705,1.1350603026139882e-05
706,1.2504636339588132e-05
707,1.0006519927087722e-05
708,3.805998769466142e-06
709,1.1763242652824951e-05
710,8.0643140411928e-06
711,1.3276229690636394e-05
712,4.212610324410671e-06
713,1.1185067035797454e-05
714,3.4793723263063196e-07
715,7.5619050374175075e-06
716,4.6908342649337385e-06
717,5.060527973839417e-06
718,4.405869240566603e-06
719,7.387273821312921e-06
720,7.928500752340416e-06
721,3.913277961849719e-06
722,6.938455567734742e-06
723,6.309361065455557e-06
724,4.239778165015965e-06
725,7.658688839730899e-06
726,7.222927630177574e-06
727,5.440472327455523e-06
728,2.1248088580856767e-06
729,7.4976935140049e-06
730,8.434271763594761e-06
731,6.920209827391442e-06
732,8.60670110530373e-06
733,9.699751155132206e-06
734,1.01323754843967e-05
735,1.038963509121241e-05
736,1.688289196320982e-06
737,7.958861799610579e-06
738,3.880582279224142e-06
739,8.602607366259044e-06
740,1.940713809398747e-06
741,7.728603646437662e-06
742,7.790927284986069e-06
743,8.308651611889096e-06
744,7.818586285572574e-06
745,7.639293612428566e-06
746,9.815592819300761e-06
747,1.0897944823947488e-05
748,9.12514420880356e-06
749,6.047601829189445e-06
750,1.164761768458579e-05
751,1.2726658364361984e-05
752,1.3054398924682488e-05
753,1.2039948449394483e-05
754,1.655299957332173e-05
755,1.4832391275830827e-05
756,1.9688178705868952e-05
757,1.5709636385434284e-05
758,1.622838400916019e-05
759,1.320938456826073e-05
760,2.1848621905620194e-05
761,2.6641605065692954e-05
762,9.17505647874866e-06
763,2.1328680957104716e-05
764,5.083840146339924e-07
765,1.1810057675693662e-05
766,5.275335693942923e-07
767,2.1602973745333655e-06
768,9.11719595659849e-07
769,5.216835682656678e-06
770,6.067860331794182e-06
771,5.850617175225798e-06
772,6.945425257619653e-06
773,6.586803597163606e-06
774,7.563920791498438e-06
775,7.0455634620443106e-06
776,8.578847957260503e-06
777,7.775631971063872e-06
778,1.0138666143520187e-05
779,7.780596929929518e-06
780,1.4046723238696076e-06
781,9.550772312870615e-06
782,8.976051627546586e-06
783,8.535799754312156e-06
784,1.2205300298805558e-05
785,7.85587882861336e-06
786,9.67106454976302e-06
787,8.562520617457304e-06
788,8.538614500614158e-06
789,2.5337333434202845e-06
790,7.6117291890964154e-06
791,9.530522537931719e-06
792,5.700238482575135e-06
793,1.0942899943326315e-05
794,1.0434580012385655e-05
795,1.0986794377986879e-05
796,1.325086244759634e-05
797,1.603601730566084e-05
798,1.6109270000490432e-05
799,1.4869900989401903e-05
800,2.2041787977270278e-05
801,2.4879207314572166e-05
802,2.7849082756187015e-05
803,1.9425151855648703e-05
804,2.6668115311193675e-05
805,1.540066093905041e-05
806,2.8977539219331272e-05
807,3.5685920785251257e-05
808,4.1395723184650374e-05
809,5.1168397818814514e-05
810,4.331245302624112e-05
811,4.333872765751693e-07
812,1.5440471656440532e-05
813,4.051185852612075e-06
814,8.949311119226975e-06
815,1.5391213764388845e-05
816,1.539120020089834e-05
817,1.2990940304180095e-05
818,6.180306960337349e-06
819,1.3149229388605193e-06
820,9.703420478595544e-06
821,1.0757098248428646e-05
822,1.367267385656059e-05
823,5.539388736418089e-06
824,1.3938418757927944e-05
825,1.2509383866871171e-05
826,1.5859219410239319e-06
827,4.772314806007864e-06
828,7.909757106001415e-06
829,2.7549820308578065e-06
830,6.71512822142263e-06
831,1.0291439781770914e-06
832,1.107526856922616e-06
833,2.0967165058112676e-06
834,1.6907251572028225e-06
835,3.0546773501023783e-06
836,4.546497220714181e-06
837,4.4642898331202275e-06
838,5.19553972078629e-06
839,3.1668692721166983e-06
840,4.558178470875273e-06
841,1.1534814335065417e-06
842,2.57461062234294e-06
843,1.6684273371001656e-06
844,2.1500922132544076e-06
845,3.0612448764806943e-06
846,6.161131155540849e-07
847,8.220947032149281e-07
848,6.824439765133771e-07
849,2.0299654610055388e-06
850,2.1107558150778623e-06
851,1.1922639167901305e-06
852,1.6998167116228142e-06
853,3.2340353340184153e-06
854,5.96876554351517e-06
855,7.1629713899280814e-06
856,5.3467325460329505e-06
857,1.0979576029122162e-05
858,2.8650967733088286e-06
859,6.009482516950336e-06
860,5.122876126779933e-06
861,9.061583828401465e-06
862,1.2932713948579285e-05
863,1.1682723337268313e-05
864,4.3893752343790375e-06
865,5.191758248439399e-06
866,4.389372557766921e-06
867,2.7777379788261807e-06
868,4.094890068851417e-06
869,1.349662251308105e-06
870,2.0690747618517734e-06
871,7.844338603726444e-06
872,7.799545990482548e-06
873,2.5260298364180652e-06
874,3.994209829530851e-06
875,1.1697424575078657e-06
876,5.600938584423385e-07
877,5.995130893319839e-08
878,7.280700914135229e-07
879,7.027729393512701e-07
880,5.49922909241548e-07
881,6.718756772243784e-07
882,9.398917465593653e-07
883,1.0052560552959322e-06
884,1.310532501862426e-06
885,2.0980532231436044e-06
886,1.7649041385953873e-06
887,2.5557819325180033e-06
888,3.964235263173795e-06
889,3.846397284506378e-06
890,6.527824893194156e-06
891,1.0024700580576857e-05
892,2.073236569652187e-05
893,5.080717127399899e-05
894,2.4231439044083633e-05
895,0.0020098263270316406
896,0.3291659376243636
897,0.6327450778925479
898,0.012934947221300203
899,0.018664144589499495
900,0.004412438059794969
901,3.9503918074089046e-05
902,5.3490703252002616e-05
903,4.268353591798928e-05
904,1.5410795043921783e-06
905,1.7540663264981868e-06
906,9.86048526669848e-07
907,4.6469917488852374e-07
908,2.500099746392625e-07
909,1.2439833731625738e-07
910,6.0706009626155e-08
911,5.339654638022197e-08
912,4.32657171246163e-08
913,3.2419876899555245e-08
914,2.076865388231522e-08
915,1.3687492770676284e-08
916,4.098013951930572e-09
917,1.6697236218259347e-08
918,7.203102720017012e-09
919,1.8261556112961547e-08
920,1.6577798695246863e-08
921,1.1952567610234877e-08
922,7.826468513419725e-09
923,4.814024639986875e-09
924,7.75990706665161e-09
925,6.197222153860467e-09
926,3.0733331054931744e-09
927,4.589523921430614e-09
928,2.7735986282288925e-09
929,1.852544390278577e-09
930,2.870577508244207e-09
931,4.270560912581454e-09
932,3.5267493008804744e-09
933,3.0635436324543042e-09
934,2.5353782954842108e-09
935,2.1802144675458748e-09
936,1.885837712631695e-09
937,1.0281694063684503e-09
938,1.511969694294467e-09
939,8.136562617426655e-10
940,1.4304590487494222e-09
941,1.344599220801999e-09
942,1.1224151997440807e-09
943,1.697379925871094e-09
944,1.229322757851613e-09
945,8.561073925157956e-10
946,1.38367949199518e-09
947,1.1365768897372471e-09
948,1.482077015820904e-09
949,9.773458925284432e-10
950,1.0652274668566954e-09
951,1.4589169623047093e-09
952,1.399642904019304e-09
953,6.516105110261337e-10
954,3.9794882902926304e-10
955,1.6074433547472166e-09
956,1.5637353744552966e-09
957,1.21317804850891e-09
958,1.4734252692589812e-09
959,7.967732922545037e-10
960,8.430430817890463e-10
961,1.7445062589357158e-09
962,1.5568520656990512e-09
963,1.2003642695851734e-09
964,1.2403634023491002e-09
965,1.4786398419438245e-09
966,1.8130759913905463e-09
967,1.892993123483529e-09
968,1.4576815674445736e-09
969,3.4057661229133085e-10
970,1.9196865053760215e-09
971,1.8094042060222439e-09
972,6.637036601903663e-10
973,2.1129253009499824e-09
974,1.5589709046638948e-09
975,2.1086638259268803e-09
976,2.022806907385055e-09
977,2.4337929458679183e-09
978,2.674961031342364e-09
979,2.9106049920569285e-09
980,3.516823613487598e-09
981,3.157035576344771e-09
982,4.153582630596464e-09
983,5.545504125036718e-09
984,4.934434518965724e-09
985,6.7172050745312925e-09
986,4.044263101459485e-09
987,9.187708120492093e-09
988,1.092360123833568e-08
989,1.3233692478775792e-08
990,1.2855065796590265e-08
991,4.666062615212257e-09
992,1.5846232823245426e-08
993,1.7730406331563633e-08
994,2.2675164108294425e-08
995,3.714005700822229e-08
996,4.126929958943231e-08
997,6.866531381984922e-08
998,9.901178660099464e-08
999,7.246812844573662e-08
1000,7.316918507589146e-08
1001,1.322271517402177e-07
1002,1.897614640245499e-07
1003,3.1006632483065443e-07
1004,4.594957868210498e-07
1005,5.910862902538707e-07
1006,8.494422537225997e-07
1007,1.267846319518454e-06
1008,9.926505245922644e-07
1009,1.5888742446557266e-06
1010,7.645830241959293e-07
1011,1.5014940117568162e-06
1012,1.9165379937333635e-06
1013,3.194958153964906e-06
1014,6.058194770461321e-06
1015,8.654113957530385e-06
1016,1.5500330075747222e-05
1017,2.599022084808788e-05
1018,2.4570477278532586e-06
1019,8.604605547869576e-06
1020,1.62867359465393e-05
1021,2.1364561070719986e-05
1022,3.140703809038431e-05
1023,7.174626009930969e-05
1024,0.00015670337892616378
1025,0.00033940121763269927
1026,0.000336174950265877
1027,0.0004611179449319013
1028,0.0011060232389479285
1029,0.000101781941253639
1030,3.960495770610951e-05
1031,0.00012157829260778568
1032,9.138035693218527e-05
1033,0.0001400919112161625
1034,0.0003573495259270898
1035,0.0008171395545600044
1036,0.0026253880325143625
1037,0.004010895837124524
1038,0.010536516510092787
1039,0.05312154831006277
1040,0.23687477714215055
1041,0.6811218685391737
1042,0.8389442277680562
1043,0.12730019331213027
1044,0.024478137238553663
1045,0.006640370062853424
1046,0.0014064285546620057
