,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,l2,0,7,0,42.166666666666664,0.5,0.5,0.5,0.9134358060444049,[ 230  370  525  655  715  850 1005]
1,WIN,l2,1,1,6,,0.0,0.0,0.0,0.8798445583030123,[1005]
