,Search_direction,Cost_function,Penalty,K,AE,MeanTime,Percision,Recall,F1,RI,CPs
0,WIN,ar,0,6,0,2.0,1.0,1.0,1.0,0.9927160493827161,[150 305 450 605 750 900]
1,WIN,ar,1,1,5,,0.0,0.0,0.0,0.862037037037037,[900]
